gene_id	gene_name	gene_type	K	Kin	Kout	TypeI	TypeII	Weight	CT_Score	CT_Score_norm	beta_y	p_value	fdr	MR_Score	Gene_Effect	MR_Score_norm
ENSG00000139372	TDG	protein_coding	19	7	12	0	1	2	38	0.063545151	NA	NA	NA	0	NA	NA
ENSG00000139436	GIT2	protein_coding	8	5	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139437	TCHP	protein_coding	9	5	4	0	1	2	18	0.030100334	NA	NA	NA	0	NA	NA
ENSG00000139508	SLC46A3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.331297992	0.894	0.98158	0	Risk	0
ENSG00000139515	PDX1	protein_coding	11	8	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139531	SUOX	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.936309624	0.801	0.94854	0	Risk	0
ENSG00000139546	TARBP2	protein_coding	7	4	3	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000139549	DHH	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139567	ACVRL1	protein_coding	8	0	8	2	0	1	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000139574	NPFF	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139613	SMARCC2	protein_coding	14	11	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139618	BRCA2	protein_coding	16	6	10	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000139620	KANSL2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	12.31123555	0.071	0.44136	0	Risk	0
ENSG00000139625	MAP3K12	protein_coding	10	8	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139626	ITGB7	protein_coding	15	3	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139631	CSAD	protein_coding	10	4	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139644	TMBIM6	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139668	WDFY2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.233131435	0.819	0.95264	0	Risk	0
ENSG00000139687	RB1	protein_coding	169	106	63	0	1	2	338	0.565217391	NA	NA	NA	0	NA	NA
ENSG00000139714	MORN3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	4.893022972	0	0	4.893022972	Risk	0.142994742
ENSG00000139718	SETD1B	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139780	METTL21C	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.472731063	0.654	0.90599	0	Risk	0
ENSG00000139842	CUL4A	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139874	SSTR1	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139880	CDH24	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139910	NOVA1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139926	FRMD6	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139946	PELI2	protein_coding	5	3	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000139971	C14orf37	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.581212913	0.582	0.88278	0	Risk	0
ENSG00000140006	WDR89	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140009	ESR2	protein_coding	47	20	27	0	1	2	94	0.157190635	NA	NA	NA	0	NA	NA
ENSG00000140022	STON2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140043	PTGR2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-2.70417178	0.875	0.97612	0	Preventive	0
ENSG00000140044	JDP2	protein_coding	13	12	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140092	FBLN5	protein_coding	4	2	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140262	TCF12	protein_coding	17	8	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140264	SERF2	protein_coding	7	4	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140285	FGF7	protein_coding	11	3	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140299	BNIP2	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140307	GTF2A2	protein_coding	7	7	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140320	BAHD1	protein_coding	9	5	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140332	TLE3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140350	ANP32A	protein_coding	23	17	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140368	PSTPIP1	protein_coding	9	8	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140379	BCL2A1	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000140382	HMG20A	protein_coding	9	8	1	0	1	2	18	0.030100334	NA	NA	NA	0	NA	NA
ENSG00000140386	SCAPER	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140391	TSPAN3	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000140396	NCOA2	protein_coding	59	39	20	0	1	2	118	0.197324415	NA	NA	NA	0	NA	NA
ENSG00000140416	TPM1	protein_coding	6	4	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140443	IGF1R	protein_coding	51	17	34	0	1	2	102	0.170568562	NA	NA	NA	0	NA	NA
ENSG00000140463	BBS4	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140464	PML	protein_coding	56	24	32	0	1	2	112	0.18729097	NA	NA	NA	0	NA	NA
ENSG00000140479	PCSK6	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140497	SCAMP2	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140522	RLBP1	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140538	NTRK3	protein_coding	15	0	15	2	0	1	15	0.025083612	NA	NA	NA	0	NA	NA
ENSG00000140564	FURIN	protein_coding	21	5	16	0	1	2	42	0.070234114	NA	NA	NA	0	NA	NA
ENSG00000140575	IQGAP1	protein_coding	21	8	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140600	SH3GL3	protein_coding	40	12	28	0	1	2	80	0.133779264	NA	NA	NA	0	NA	NA
ENSG00000140678	ITGAX	protein_coding	4	0	4	2	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000140682	TGFB1I1	protein_coding	22	16	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140743	CDR2	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140836	ZFHX3	protein_coding	5	4	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140848	CPNE2	protein_coding	10	6	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140905	GCSH	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140931	CMTM3	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140937	CDH11	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140939	NOL3	protein_coding	10	5	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140941	MAP1LC3B	protein_coding	44	33	11	0	1	2	88	0.147157191	NA	NA	NA	0	NA	NA
ENSG00000140943	MBTPS1	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140945	CDH13	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140955	ADAD2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	28.2594074	0.469	0.83947	0	Risk	0
ENSG00000140968	IRF8	protein_coding	11	6	5	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000140988	RPS2	protein_coding	15	6	9	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000140992	PDPK1	protein_coding	74	52	22	0	1	2	148	0.247491639	NA	NA	NA	0	NA	NA
ENSG00000141002	TCF25	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141026	MED9	protein_coding	20	13	7	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000141027	NCOR1	protein_coding	74	47	27	0	1	2	148	0.247491639	NA	NA	NA	0	NA	NA
ENSG00000141030	COPS3	protein_coding	14	4	10	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141040	ZNF287	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141052	MYOCD	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141068	KSR1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141076	UTP4	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-0.318673299	0.993	0.9998	0	Preventive	0
ENSG00000141084	RANBP10	protein_coding	6	2	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141127	PRPSAP2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	32.47788387	0.075	0.44415	0	Risk	0
ENSG00000141198	TOM1L1	protein_coding	21	2	19	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141232	TOB1	protein_coding	14	5	9	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000141252	VPS53	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-11.01082556	0.087	0.46567	0	Preventive	0
ENSG00000141258	SGSM2	protein_coding	11	2	9	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000141293	SKAP1	protein_coding	7	5	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141294	LRRC46	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	9.153010099	0.826	0.95264	0	Risk	0
ENSG00000141295	SCRN2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	18.0020514	0.405	0.80717	0	Risk	0
ENSG00000141367	CLTC	protein_coding	39	21	18	0	1	2	78	0.130434783	NA	NA	NA	0	NA	NA
ENSG00000141380	SS18	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141384	TAF4B	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141385	AFG3L2	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141401	IMPA2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141433	ADCYAP1	protein_coding	6	2	4	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000141434	MEP1B	protein_coding	13	5	8	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000141448	GATA6	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141456	PELP1	protein_coding	14	6	8	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141469	SLC14A1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.837354624	0.772	0.94243	0	Risk	0
ENSG00000141480	ARRB2	protein_coding	38	14	24	0	1	2	76	0.127090301	NA	NA	NA	0	NA	NA
ENSG00000141503	MINK1	protein_coding	11	5	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141504	SAT2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.017676449	0.993	0.9998	0	Risk	0
ENSG00000141505	ASGR1	protein_coding	6	1	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141506	PIK3R5	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141510	TP53	protein_coding	299	196	103	0	1	2	598	1	NA	NA	NA	0	NA	NA
ENSG00000141519	CCDC40	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	70.55783561	0.404	0.80717	0	Risk	0
ENSG00000141522	ARHGDIA	protein_coding	26	23	3	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000141527	CARD14	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141551	CSNK1D	protein_coding	19	13	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141560	FN3KRP	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	45.07769304	0.085	0.46389	0	Risk	0
ENSG00000141562	NARF	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.951754439	0.363	0.77224	0	Risk	0
ENSG00000141568	FOXK2	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141569	TRIM65	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141570	CBX8	protein_coding	15	9	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141580	WDR45B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.695665248	0.054	0.41367	0	Risk	0
ENSG00000141582	CBX4	protein_coding	15	8	7	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141644	MBD1	protein_coding	19	12	7	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141646	SMAD4	protein_coding	142	87	55	0	1	2	284	0.474916388	NA	NA	NA	0	NA	NA
ENSG00000141655	TNFRSF11A	protein_coding	15	2	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141682	PMAIP1	protein_coding	7	2	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141698	NT5C3B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	31.60674142	0.485	0.85151	0	Risk	0
ENSG00000141736	ERBB2	protein_coding	43	10	33	0	1	2	86	0.143812709	NA	NA	NA	0	NA	NA
ENSG00000141738	GRB7	protein_coding	35	14	21	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141753	IGFBP4	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141756	FKBP10	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141759	TXNL4A	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141837	CACNA1A	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000141867	BRD4	protein_coding	9	8	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141905	NFIC	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000141959	PFKL	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141965	FEM1A	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000141968	VAV1	protein_coding	64	38	26	0	1	2	128	0.214046823	NA	NA	NA	0	NA	NA
ENSG00000141985	SH3GL1	protein_coding	27	12	15	0	1	2	54	0.090301003	NA	NA	NA	0	NA	NA
ENSG00000141994	DUS3L	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	13.78450744	0.172	0.59717	0	Risk	0
ENSG00000142102	PGGHG	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	16.12809576	0.031	0.36458	0	Risk	0
ENSG00000142156	COL6A1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142166	IFNAR1	protein_coding	17	4	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142168	SOD1	protein_coding	6	4	2	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000142182	DNMT3L	protein_coding	7	4	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142186	SCYL1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142192	APP	protein_coding	75	31	44	0	1	2	150	0.25083612	NA	NA	NA	0	NA	NA
ENSG00000142207	URB1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142208	AKT1	protein_coding	102	30	72	0	1	2	204	0.341137124	NA	NA	NA	0	NA	NA
ENSG00000142230	SAE1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142252	GEMIN7	protein_coding	14	6	8	2	2	0	0	0	-30.58550165	0.327	0.74831	0	Preventive	0
ENSG00000142273	CBLC	protein_coding	9	6	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142279	WTIP	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142303	ADAMTS10	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142396	ERVK3-1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	10.85949395	0.131	0.54285	0	Risk	0
ENSG00000142405	NLRP12	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142449	FBN3	protein_coding	12	7	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142453	CARM1	protein_coding	11	5	6	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000142507	PSMB6	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142512	SIGLEC10	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142515	KLK3	protein_coding	11	4	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142528	ZNF473	protein_coding	4	4	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142546	NOSIP	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142549	IGLON5	protein_coding	8	7	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142552	RCN3	protein_coding	4	2	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142599	RERE	protein_coding	18	14	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142611	PRDM16	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142627	EPHA2	protein_coding	17	0	17	2	0	1	17	0.028428094	NA	NA	NA	0	NA	NA
ENSG00000142655	PEX14	protein_coding	7	1	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142657	PGD	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142675	CNKSR1	protein_coding	9	6	3	0	1	2	18	0.030100334	-6.746159542	0.524	0.85624	0	Preventive	0
ENSG00000142676	RPL11	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142677	IL22RA1	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000142684	ZNF593	protein_coding	4	4	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142686	C1orf216	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142698	C1orf94	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142731	PLK4	protein_coding	7	3	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142733	MAP3K6	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-4.417286942	0.373	0.78157	0	Preventive	0
ENSG00000142765	SYTL1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142784	WDTC1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142794	NBPF3	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142798	HSPG2	protein_coding	25	15	10	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000142856	ITGB3BP	protein_coding	14	8	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142864	SERBP1	protein_coding	9	3	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142867	BCL10	protein_coding	19	4	15	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142910	TINAGL1	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000142949	PTPRF	protein_coding	20	12	8	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000143006	DMRTB1	protein_coding	11	10	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143013	LMO4	protein_coding	26	19	7	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000143033	MTF2	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143106	PSMA5	protein_coding	5	0	5	2	0	1	5	0.008361204	NA	NA	NA	0	NA	NA
ENSG00000143119	CD53	protein_coding	6	0	6	2	0	1	6	0.010033445	NA	NA	NA	0	NA	NA
ENSG00000143126	CELSR2	protein_coding	3	0	3	2	0	1	3	0.005016722	NA	NA	NA	0	NA	NA
ENSG00000143127	ITGA10	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000143149	ALDH9A1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.76165649	0.748	0.9336	0	Preventive	0
ENSG00000143153	ATP1B1	protein_coding	11	4	7	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000143156	NME7	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143162	CREG1	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143171	RXRG	protein_coding	28	17	11	0	1	2	56	0.093645485	NA	NA	NA	0	NA	NA
ENSG00000143178	TBX19	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143179	UCK2	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143184	XCL1	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143190	POU2F1	protein_coding	40	24	16	0	1	2	80	0.133779264	NA	NA	NA	0	NA	NA
ENSG00000143194	MAEL	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	26.14241895	0.535	0.85991	0	Risk	0
ENSG00000143196	DPT	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143198	MGST3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.136436871	0.367	0.77778	0	Preventive	0
ENSG00000143199	ADCY10	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143226	FCGR2A	protein_coding	9	7	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143248	RGS5	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143252	SDHC	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143256	PFDN2	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143257	NR1I3	protein_coding	10	10	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143322	ABL2	protein_coding	8	3	5	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000143333	RGS16	protein_coding	13	6	7	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000143337	TOR1AIP1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143344	RGL1	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143355	LHX9	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143365	RORC	protein_coding	4	4	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143368	SF3B4	protein_coding	9	2	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143369	ECM1	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143375	CGN	protein_coding	5	2	3	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000143379	SETDB1	protein_coding	116	88	28	0	1	2	232	0.387959866	NA	NA	NA	0	NA	NA
ENSG00000143382	ADAMTSL4	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143384	MCL1	protein_coding	11	6	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143387	CTSK	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143390	RFX5	protein_coding	4	4	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143393	PI4KB	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143398	PIP5K1A	protein_coding	6	3	3	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000143416	SELENBP1	protein_coding	9	5	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143420	ENSA	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143437	ARNT	protein_coding	38	21	17	0	1	2	76	0.127090301	NA	NA	NA	0	NA	NA
ENSG00000143442	POGZ	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143498	TAF1A	protein_coding	6	6	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143507	DUSP10	protein_coding	6	2	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143514	TP53BP2	protein_coding	35	27	8	0	1	2	70	0.117056856	NA	NA	NA	0	NA	NA
ENSG00000143537	ADAM15	protein_coding	12	9	3	2	1	0	0	0	1.340624305	0.168	0.59441	0	Risk	0
ENSG00000143545	RAB13	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143546	S100A8	protein_coding	13	6	7	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143549	TPM3	protein_coding	7	2	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143553	SNAPIN	protein_coding	25	7	18	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143556	S100A7	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143569	UBAP2L	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143575	HAX1	protein_coding	19	14	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143578	CREB3L4	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143590	EFNA3	protein_coding	5	4	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143621	ILF2	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000143622	RIT1	protein_coding	11	5	6	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000143631	FLG	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
